kind,id,sent_pt_br,sent_pt_pt,len_br,len_pt,ratio
low_ratio,9292644,[Dance music playing] [Cantar] bebê,Baby,35,4,0.11428571428571428
low_ratio,9056444,"Relaxe, sou motorista profissional.",Sim?,35,4,0.11428571428571428
low_ratio,4682171,"DECÁLOGO, Episódio VII Não Furtarás",Sete,35,4,0.11428571428571428
low_ratio,14106868,Agência de Segurança Federal Russa.,Fsb.,35,4,0.11428571428571428
low_ratio,5273200,"É Sim, eu compreendo completamente.",Vês?,35,4,0.11428571428571428
low_ratio,13017129,"Margaret, significa tanto para ela.",Pai.,35,4,0.11428571428571428
low_ratio,2239149,Você recebe o dinheiro diariamante?,Não.,35,4,0.11428571428571428
low_ratio,3330537,Nada aconteceu ao general enquanto ele estava na propriedade.,O Audi.,61,7,0.11475409836065574
low_ratio,686032,Legendas e Sincronia MAURO,Fim,26,3,0.11538461538461539
low_ratio,5150179,Estamos trabalhando nisso.,Vá.,26,3,0.11538461538461539
low_ratio,13242993,TRADUÇÃO - lpatp PRODUÇOES,Opt,26,3,0.11538461538461539
low_ratio,10898736,Eu farei negócio com você.,Oh.,26,3,0.11538461538461539
low_ratio,4721647,Quantos na semana passada?,Oh!,26,3,0.11538461538461539
low_ratio,2985515,Você se sentir mais viril.,Mal,26,3,0.11538461538461539
low_ratio,8328588,Mas vou dizer uma coisa...,Mas,26,3,0.11538461538461539
low_ratio,8488437,"Vamos Marvim, pra Marklar!",Já?,26,3,0.11538461538461539
low_ratio,15914244,Ainda bem que você chegou.,Olá,26,3,0.11538461538461539
low_ratio,9760468,ajude-me! Estou sangrando!,Ei!,26,3,0.11538461538461539
low_ratio,9747930,Achei a saída de incêndio.,Oh.,26,3,0.11538461538461539
low_ratio,12579192,"Não, gracias, Gracias, não, não, Me escuta.",Ouve.,43,5,0.11627906976744186
low_ratio,7549906,"Agora, se íamos conversar, vamos conversar.",Fale!,43,5,0.11627906976744186
low_ratio,1862483,Dr. Tristan Adams,A/,17,2,0.11764705882352941
low_ratio,6225198,Você está dispensado desta missão.,Sim.,34,4,0.11764705882352941
low_ratio,15438282,Nós nos conhecíamos desde criança.,Vem!,34,4,0.11764705882352941
low_ratio,12665161,Deixe-nos preparar algo para eles.,Não.,34,4,0.11764705882352941
low_ratio,4861843,"Não, não, não, não, não, não, não!",Não!,34,4,0.11764705882352941
low_ratio,13246483,O DNA confirma-o.,E?,17,2,0.11764705882352941
low_ratio,2526926,O que quer dizer?,E?,17,2,0.11764705882352941
low_ratio,5797888,Eu tenho 31 anos.,E?,17,2,0.11764705882352941
low_ratio,8558664,Agentes Especiais Scully e Mulder.,Fbi.,34,4,0.11764705882352941
low_ratio,9013556,Ele está concorrendo a presidente?,Sim.,34,4,0.11764705882352941
low_ratio,4997183,Nós podemos ouvir,Já,17,2,0.11764705882352941
low_ratio,13605176,Regras para um Escritório Moderno.,Pam.,34,4,0.11764705882352941
low_ratio,2123246,Minha esposa é muito superticiosa.,Sim?,34,4,0.11764705882352941
low_ratio,10140413,Hospital saint catherine entrada principal,Gwen.,42,5,0.11904761904761904
low_ratio,8455401,"Eu-poderia-ter-sido- uma-ótima-dançarina""?",Pior.,42,5,0.11904761904761904
low_ratio,3352302,Ângulo de 030 à esquerda.,30.,25,3,0.12
low_ratio,9747833,"Ah, você tocou nos lados!",Oh!,25,3,0.12
low_ratio,5374459,Ressincronia WEB-DL Bola7,Mgw,25,3,0.12
low_ratio,8373864,Já fez vários comerciais.,Faz,25,3,0.12
low_ratio,7132084,Quer dinheiro vivo agora?,Já?,25,3,0.12
low_ratio,9482483,O que estou fazendo aqui?,Eu?,25,3,0.12
low_ratio,12433971,"Abaixe logo, não se mexa.",Já!,25,3,0.12
low_ratio,11105207,O MELHOR DA JUVENTUDE fim,Fim,25,3,0.12
low_ratio,8234928,"Vinte cinco, vinte cinco.",25!,25,3,0.12
low_ratio,1812960,Voltarei com um exército?,Eu?,25,3,0.12
low_ratio,1621407,"Pat, em Pearl Harbor e...",St.,25,3,0.12
low_ratio,15635107,"Está vendo? Oh, meu Deus.",Ok.,25,3,0.12
low_ratio,10908570,Mas desta vez te imploro.,Mas,25,3,0.12
low_ratio,1849024,Legenda por Arnaldo Assis,Fim,25,3,0.12
low_ratio,10338846,A corda-bamba dos Jacarés,216,25,3,0.12
low_ratio,2240070,SARANTSEV Nikodim Fomitch,Yu.,25,3,0.12
low_ratio,7123763,Do que você está falando?,Eu?,25,3,0.12
low_ratio,9207694,Não precisa se comprometer agora.,Sim.,33,4,0.12121212121212122
low_ratio,3559016,"Inauguração em breve""Oi, rapazes.",Olá!,33,4,0.12121212121212122
low_ratio,3119890,"Algo está acontecendo aqui, cara.",Meu.,33,4,0.12121212121212122
low_ratio,14783194,Você precisa se concentrar nisso.,Não.,33,4,0.12121212121212122
low_ratio,12292349,"Quero dizer, o que, deviam dizer,",Será,33,4,0.12121212121212122
low_ratio,3669711,Califórnia só estava de passagem.,Não?,33,4,0.12121212121212122
low_ratio,9713709,"Oi, estou procurando Carl Ferris.",Olá.,33,4,0.12121212121212122
low_ratio,12278496,Estou interrompendo alguma coisa?,Não.,33,4,0.12121212121212122
low_ratio,1613852,"Só com uma ligeira modificação, eu tiro, você dá.",Só com,49,6,0.12244897959183673
low_ratio,12424907,"Agora, quando começarmos, não esqueça de dizer...",Não te,49,6,0.12244897959183673
low_ratio,5233887,Espere um pouco.,É?,16,2,0.125
low_ratio,11110848,Especialmente...,Oi,16,2,0.125
low_ratio,11101221,Passamos toda a noite acordados.,Sim.,32,4,0.125
low_ratio,10065658,Mas vejam os benefícios.,Mas,24,3,0.125
low_ratio,15731525,Número 10 está demitido.,Um.,24,3,0.125
low_ratio,7014720,Eu entendo isto.,Eu,16,2,0.125
low_ratio,10420528,Porão proibida entrada de alunos,Cave,32,4,0.125
low_ratio,2873364,P-a-r...,P,8,1,0.125
low_ratio,3349705,Tiramos vocês dois pelos fundos.,Bem.,32,4,0.125
low_ratio,7212144,"Anda, vamos arrumar umas fritas.",Sim.,32,4,0.125
low_ratio,11389079,O título,O,8,1,0.125
low_ratio,3709460,Procuramos o dono deste negócio.,Olá.,32,4,0.125
low_ratio,14594605,"Ei, olha a boca.",Ok,16,2,0.125
low_ratio,3832372,É melhor,É,8,1,0.125
low_ratio,9923924,Que emocionante.,É.,16,2,0.125
low_ratio,3491121,"É, independente.",É.,16,2,0.125
low_ratio,3068345,Não quero que aconteceu?,Eu.,24,3,0.125
low_ratio,12351488,Deixem Susan fora disso.,Ok.,24,3,0.125
low_ratio,163785,Eu disse,E,8,1,0.125
low_ratio,9776027,A vendedora falou assim.,E a,24,3,0.125
low_ratio,12064079,"O que fazemos agora, K2?",K2?,24,3,0.125
low_ratio,9490225,Tenho vontade de,Só,16,2,0.125
low_ratio,884006,"Salkhad, o pesquisador de campo.",Dói.,32,4,0.125
low_ratio,5950127,Mostrar níveis de acesso,5 0,24,3,0.125
low_ratio,14875403,"Eu sempre dizia,",Eu,16,2,0.125
low_ratio,13461674,E o cara,E,8,1,0.125
low_ratio,2949460,Tradução das legendas Puccabride,DoX®,32,4,0.125
low_ratio,14356225,E então sofrem as consequências.,Fui.,32,4,0.125
low_ratio,4008088,Algo importante?,D!,16,2,0.125
low_ratio,7857832,O que está te impedindo?,Eu!,24,3,0.125
low_ratio,15031573,Passo 1:,O,8,1,0.125
low_ratio,15642050,Há alguns minutos atrás.,Já.,24,3,0.125
low_ratio,7843876,"Et cetera, et cetera, et cetera.",Etc.,32,4,0.125
low_ratio,9324061,O grande,O,8,1,0.125
low_ratio,587934,Como se estivéssemos encantados.,Sim.,32,4,0.125
low_ratio,1116198,Príncipe,O,8,1,0.125
low_ratio,8366966,Não queria que terminasse assim.,Sim?,32,4,0.125
low_ratio,5942107,Verei o que posso fazer.,"Ok,",24,3,0.125
low_ratio,15826264,"Tinha um grande ""M""nela.","M""?",24,3,0.125
low_ratio,6815690,"Quem você quer enganar, Laverne?",Ora!,32,4,0.125
low_ratio,11945306,É o incrível homem desaparecido.,Sim.,32,4,0.125
low_ratio,6691655,Mais um.,1,8,1,0.125
low_ratio,12356343,Ele está falando de mim.,Eu.,24,3,0.125
low_ratio,12581370,E toda aquela conversa sobre conquistar o pais.,O quê?,47,6,0.1276595744680851
low_ratio,6875114,Imagino que tenhamos terminado.,Olá.,31,4,0.12903225806451613
low_ratio,13521023,Estava vivendo como César aqui.,Sim?,31,4,0.12903225806451613
low_ratio,11322583,Posso morrer de cálculo biliar?,Não.,31,4,0.12903225806451613
low_ratio,4566096,"É divertido, você vai adorar É divertido, você vai adorar É divertido, você vai adorar April?",Vais adorar.,93,12,0.12903225806451613
low_ratio,13349928,Precisamos paralisar e intubar.,Pai!,31,4,0.12903225806451613
low_ratio,3720908,"Estou orgulhosa de você, filho.",Mãe.,31,4,0.12903225806451613
low_ratio,14981828,"Ah, aposto que eram deliciosos.",Sim.,31,4,0.12903225806451613
low_ratio,15460468,Eu estava por perto eu imaginei,Olá.,31,4,0.12903225806451613
low_ratio,7800387,Parece que vamos estudar muito.,Não.,31,4,0.12903225806451613
low_ratio,9352719,Porque está agindo deste jeito?,Não.,31,4,0.12903225806451613
low_ratio,15910491,"Estão todos esperando, bêbados.",Olá?,31,4,0.12903225806451613
low_ratio,13362019,A minha apresentação foi ótima.,Sim.,31,4,0.12903225806451613
low_ratio,10446308,Quantas vezes vencemos o Chefe?,Olá.,31,4,0.12903225806451613
low_ratio,3118639,Ambos estamos pelados na selva.,Nus.,31,4,0.12903225806451613
low_ratio,11390078,Eu estou escrevendo sobre isso.,Quê?,31,4,0.12903225806451613
low_ratio,14688263,"Ataque terrorista, gás nervoso?",Não.,31,4,0.12903225806451613
low_ratio,7485902,Bureau Federal de Investigação.,Fbi.,31,4,0.12903225806451613
low_ratio,5248034,"Para que pagamos vocês, afinal?",Mãe.,31,4,0.12903225806451613
low_ratio,12370247,Aquela com quem estava sentado?,Sim.,31,4,0.12903225806451613
low_ratio,8024791,"Ah, certo, certo, certo, certo.",Sim.,31,4,0.12903225806451613
low_ratio,12602642,Lembrei como ele era conhecido.,Sim.,31,4,0.12903225806451613
low_ratio,13351761,Devíamos adicionar Vancomicina.,"0,4?",31,4,0.12903225806451613
low_ratio,15725385,"Certo, Stan, não fique nervoso.",Olá.,31,4,0.12903225806451613
low_ratio,12663605,"Estou tentando, estou tentando.",Não.,31,4,0.12903225806451613
low_ratio,13975566,Não necessitava esses detalhes.,Sim.,31,4,0.12903225806451613
low_ratio,14466620,Façam sua presença perceptivel.,Fbi.,31,4,0.12903225806451613
low_ratio,12115451,O Instituto Cubano de Arte e Indústria Cinematográfica,O icaic,54,7,0.12962962962962962
low_ratio,6462245,Apenas estou assustada.,85.,23,3,0.13043478260869565
low_ratio,1411704,"Vá em frente, continue.",Vá!,23,3,0.13043478260869565
low_ratio,10172199,Ele não estava sozinho.,Vê?,23,3,0.13043478260869565
low_ratio,11295837,"Não se desculpe, Paige.",Já.,23,3,0.13043478260869565
low_ratio,10442513,Você já fez isso antes.,Ok.,23,3,0.13043478260869565
low_ratio,4543370,Tenho de agradecer-lhe.,Pá.,23,3,0.13043478260869565
low_ratio,7521424,Te fiz sentir inseguro?,Eu?,23,3,0.13043478260869565
low_ratio,6715610,Clopin vai lhes contar.,Ow.,23,3,0.13043478260869565
low_ratio,6182204,Pergunta isso para mim?,Eu?,23,3,0.13043478260869565
low_ratio,6229601,Piloto automático ligado modo invisível ligado,Ligado,46,6,0.13043478260869565
low_ratio,4618642,É melhor com meu irmão.,Ei!,23,3,0.13043478260869565
low_ratio,1931984,Não tem cano desta vez?,Pá?,23,3,0.13043478260869565
low_ratio,12157226,"Realmente não é certo"".",Oh!,23,3,0.13043478260869565
low_ratio,4901348,Precisamos um do outro.,Ok.,23,3,0.13043478260869565
low_ratio,7066338,Como o sonho me ensinou,Sim,23,3,0.13043478260869565
low_ratio,14938469,A mãe mora em Knighton.,Eu?,23,3,0.13043478260869565
low_ratio,4847041,"Dennis, me dê uma arma!",Tu!,23,3,0.13043478260869565
low_ratio,6621113,Então repitam comigo...,Por,23,3,0.13043478260869565
low_ratio,3968649,O que está acontecendo?,Ei!,23,3,0.13043478260869565
low_ratio,1228797,O que andei aprontando?,Eu?,23,3,0.13043478260869565
low_ratio,4105234,Então É um assunto meu.,Tu?,23,3,0.13043478260869565
low_ratio,13922864,Está fazendo muito bem.,Ok.,23,3,0.13043478260869565
low_ratio,14750266,Tem alguma coisa terrível acontecendo.,Lori.,38,5,0.13157894736842105
low_ratio,8878858,"[Conversas de rádio, indistinto] 10-4.",10-4.,38,5,0.13157894736842105
low_ratio,8400419,Como você consegue pensar claramente mesmo com raiva?,Eu sei.,53,7,0.1320754716981132
low_ratio,6491856,"Se você perder, vou buscar essas mulheres e te entregar como comida.",Dá a mão.,68,9,0.1323529411764706
low_ratio,1662044,"Sim, vamos ver.",Ok,15,2,0.13333333333333333
low_ratio,8732079,Não tenho problema de pressão.,Sim?,30,4,0.13333333333333333
low_ratio,12333160,Apenas me passe aquelas tiras.,Meu.,30,4,0.13333333333333333
low_ratio,4563753,Use duas baterias de caminhão.,Sim.,30,4,0.13333333333333333
low_ratio,14223610,Versão Brasileira paulostriker,Lore,30,4,0.13333333333333333
low_ratio,9563966,Quer ouvir minha parada? Claro,Sim.,30,4,0.13333333333333333
low_ratio,7765076,Esqueço coisas.,E?,15,2,0.13333333333333333
low_ratio,12372595,Talvez devesse falar primeiro.,Mãe.,30,4,0.13333333333333333
low_ratio,7426593,Uma dica grátis sobre comédia.,Dica,30,4,0.13333333333333333
low_ratio,8388084,"Lembre-se do scanner quebrado,",Olá?,30,4,0.13333333333333333
low_ratio,2943620,Verônica disse que eram delas.,Sim.,30,4,0.13333333333333333
low_ratio,6837918,Você está me dizendo que você.,Não!,30,4,0.13333333333333333
low_ratio,13774084,O hit da queda.,Um,15,2,0.13333333333333333
low_ratio,3144652,Você somente se,Só,15,2,0.13333333333333333
low_ratio,10903189,"Columbo, certo?",É.,15,2,0.13333333333333333
low_ratio,4681914,"Diga-me o endereço, por favor.",Sim.,30,4,0.13333333333333333
low_ratio,5300697,Cinco segundos!,As,15,2,0.13333333333333333
low_ratio,9817135,Não tem nennhuma justificação!,Sim!,30,4,0.13333333333333333
low_ratio,14627944,Então porque está sussurrando?,Boa.,30,4,0.13333333333333333
low_ratio,10983755,Não devia estar andando ainda.,Sim.,30,4,0.13333333333333333
low_ratio,11214832,Na verdade preparar essas coisas é divertido.,É bom.,45,6,0.13333333333333333
low_ratio,4377251,"Claro, em um banco em Palermo.",Sim.,30,4,0.13333333333333333
low_ratio,5003386,Como Paul Delacourte a tratou?,Não.,30,4,0.13333333333333333
low_ratio,4286877,E também continuar a escrever?,Sim.,30,4,0.13333333333333333
low_ratio,2585495,"A próxima vez, nós convidamos.",Não.,30,4,0.13333333333333333
low_ratio,12306803,Eu não tenho nenhuma cicatriz.,Olá.,30,4,0.13333333333333333
low_ratio,9158528,Isso deve esquecer o pesadelo.,Não!,30,4,0.13333333333333333
low_ratio,7825034,Ela tem estado muito estranha.,Não.,30,4,0.13333333333333333
low_ratio,1400381,Estou perturbado Estou perturbado Estou perturbado Atenção!,Silêncio,59,8,0.13559322033898305
low_ratio,5442270,Em seus acentos agora!,Já!,22,3,0.13636363636363635
low_ratio,8846681,"Um recado dos ""Anjos"".",Uma,22,3,0.13636363636363635
low_ratio,14738843,Cansei dessa conversa!,Eu.,22,3,0.13636363636363635
low_ratio,14739009,Você sempre foi assim?,Ok.,22,3,0.13636363636363635
low_ratio,1254444,"Seu nome, Edward Hall.",35.,22,3,0.13636363636363635
low_ratio,157045,Tem lá suas vantagens.,Eu?,22,3,0.13636363636363635
low_ratio,12081747,Você quer dizer fugir?,Ir?,22,3,0.13636363636363635
low_ratio,7303018,Oximetria de pulso 8O.,80.,22,3,0.13636363636363635
low_ratio,13395301,Os escondi no meu rabo,E a,22,3,0.13636363636363635
low_ratio,10295210,Mas uma coisa eu digo.,Mas,22,3,0.13636363636363635
low_ratio,10618931,"De jeito nenhum, cara.",Eu?,22,3,0.13636363636363635
low_ratio,10964176,Que você e eu somos...,Oh.,22,3,0.13636363636363635
low_ratio,1571256,É melhor que descanse.,Tá.,22,3,0.13636363636363635
low_ratio,11293871,"Está na hora, querida.",Ok.,22,3,0.13636363636363635
low_ratio,5619423,"Número de pontos, 13O.",52.,22,3,0.13636363636363635
low_ratio,12370193,O que é tão engraçado?,Eu.,22,3,0.13636363636363635
low_ratio,1317370,Subtitles by SOFTITLER,Fim,22,3,0.13636363636363635
low_ratio,4141631,"Os Marines, seu burro!",Os!,22,3,0.13636363636363635
low_ratio,14478067,"Isso é bom, muito bom.",Ok.,22,3,0.13636363636363635
low_ratio,2674297,O que acha que está...,Ei!,22,3,0.13636363636363635
low_ratio,6332125,Serei franco com você.,Vou,22,3,0.13636363636363635
low_ratio,2852527,"Sim, foi assim que o conheci.",Sim.,29,4,0.13793103448275862
low_ratio,7859088,"Tem alguma coisa contra, huh?",Bom.,29,4,0.13793103448275862
low_ratio,7763857,Ela está absolutamente certa.,Não!,29,4,0.13793103448275862
low_ratio,1800369,Não há outra rota apropriada.,Sim!,29,4,0.13793103448275862
low_ratio,935166,Espera até acabar a marcação.,Sim?,29,4,0.13793103448275862
low_ratio,14842296,"Bones, tem aqui nos arquivos.",Não.,29,4,0.13793103448275862
low_ratio,13711503,Não estou ouvindo esta coisa.,Olá!,29,4,0.13793103448275862
low_ratio,14063410,"Ei, quer conhecer minha casa?",Sim.,29,4,0.13793103448275862
low_ratio,3342338,Quinn que seria informante...,Näo.,29,4,0.13793103448275862
low_ratio,1311710,"Não, não, não, não, não, não.",Não.,29,4,0.13793103448275862
low_ratio,4275802,Comunique a todos os agentes.,Sim?,29,4,0.13793103448275862
low_ratio,6276127,Um milhão de vezes quis dizer,Quis,29,4,0.13793103448275862
low_ratio,2494840,"Geologia avançada, Wellesley.",Não?,29,4,0.13793103448275862
low_ratio,15485795,A enfermeira que você exigiu?,Não.,29,4,0.13793103448275862
low_ratio,8194660,"Frank Fitts, fuzileiro naval.",Cor.,29,4,0.13793103448275862
low_ratio,3906841,"Lembre Mertskhala, Andorinha.",Fixa,29,4,0.13793103448275862
low_ratio,224820,Posso lhe fazer uma pergunta?,Sim.,29,4,0.13793103448275862
low_ratio,9009192,"Não, não vou usar o telefone.",Olá.,29,4,0.13793103448275862
low_ratio,6981128,Autoridade Comercial Ferengi.,Acf.,29,4,0.13793103448275862
low_ratio,81496,Parece que prefere a marinha.,Sim.,29,4,0.13793103448275862
low_ratio,15687587,Está dormindo com meu marido?,Olá?,29,4,0.13793103448275862
low_ratio,7528848,Uma de minhas melhores peças.,Fui.,29,4,0.13793103448275862
low_ratio,6506102,"Vamos lá, rapazinho, levanta.",Não!,29,4,0.13793103448275862
low_ratio,3347896,Quero dizer algo para você...,Sim?,29,4,0.13793103448275862
low_ratio,6822954,"Sim, mas não é significativo.",Sim.,29,4,0.13793103448275862
low_ratio,12241904,Estes filmes dão-me muito assustada.,Ouve!,36,5,0.1388888888888889
low_ratio,11077426,Menino #9 Masakatsu Taguchi Menino #11 Tatsuhiko Hasegawa,6 Mortos,57,8,0.14035087719298245
low_ratio,12872583,Restos mortais,Pó,14,2,0.14285714285714285
low_ratio,7440225,Vocês são todos uns idiotas.,Sim.,28,4,0.14285714285714285
low_ratio,8267013,Alguém está com fome?,Eu.,21,3,0.14285714285714285
low_ratio,11494426,É incrível como ela cresceu.,Sim.,28,4,0.14285714285714285
low_ratio,3595636,Oitenta-vinte.,20,14,2,0.14285714285714285
low_ratio,14841148,"Então, quem fazia os cortes?",Não.,28,4,0.14285714285714285
low_ratio,10447616,Devem estar procurando você.,Não.,28,4,0.14285714285714285
low_ratio,12369038,E então,E,7,1,0.14285714285714285
low_ratio,11326820,É apenas uma entorse.,Iv.,21,3,0.14285714285714285
low_ratio,5017663,"Nós compraremos algumas, ok?",Nao!,28,4,0.14285714285714285
low_ratio,5384407,Simples assim?,E.,14,2,0.14285714285714285
low_ratio,9729397,Temperatura 34 graus.,34.,21,3,0.14285714285714285
low_ratio,5166319,Você não parece sério agora.,Sim?,28,4,0.14285714285714285
low_ratio,5388572,"Vamos lá, Dick é bom!",Vá.,21,3,0.14285714285714285
low_ratio,11945518,Os muçulmanos chacinaram os hindus.,Yeah.,35,5,0.14285714285714285
low_ratio,14541715,BPeruchi Phoenix0 BPeruchi Phoenix0,Maria,35,5,0.14285714285714285
low_ratio,11594624,Venham acompanhar a minha performa.,Olha!,35,5,0.14285714285714285
low_ratio,12701259,Eu não agüentava mais,Bo!,21,3,0.14285714285714285
low_ratio,14360635,Ele morava numa casa branca.,Sim!,28,4,0.14285714285714285
low_ratio,8310965,Você me pediu.,E?,14,2,0.14285714285714285
low_ratio,11092954,Um cara branco,Um,14,2,0.14285714285714285
low_ratio,807948,Tire suas coisas e conserte.,Não.,28,4,0.14285714285714285
low_ratio,1438950,Onde o pasto cresce selvagem,Zeb.,28,4,0.14285714285714285
low_ratio,478947,Luís Filipe Bernardes,Fim,21,3,0.14285714285714285
low_ratio,11323347,"Love Will Keep Us Together"".",Não.,28,4,0.14285714285714285
low_ratio,10208246,Está fazendo uma confusão por nada.,Nada?,35,5,0.14285714285714285
low_ratio,10348478,Tem a certeza?,É?,14,2,0.14285714285714285
low_ratio,8460729,Ela nos convenceu a estudar.,Sim.,28,4,0.14285714285714285
low_ratio,286352,"Sargento Hawkins, assuma o comando.",Sgto.,35,5,0.14285714285714285
low_ratio,14517762,"Café-da-manhã dos campeões"".",Sim.,28,4,0.14285714285714285
low_ratio,5428823,"Três, só três!",3!,14,2,0.14285714285714285
low_ratio,13478176,"Venha, vamos dar algumas reboladas.",Anda.,35,5,0.14285714285714285
low_ratio,10331251,MINISTÉRIO DA informação Oi.,Olá.,28,4,0.14285714285714285
low_ratio,5365106,Qual o motivo?,É.,14,2,0.14285714285714285
low_ratio,881796,"A nenhuma prisão maldita, está bem?","A, n.",35,5,0.14285714285714285
low_ratio,1451644,Que batida de nádega!,Ai!,21,3,0.14285714285714285
low_ratio,7786517,"Certo, o caso é este.","Ok,",21,3,0.14285714285714285
low_ratio,14476602,Ei Só uma pergunta...,Oi.,21,3,0.14285714285714285
low_ratio,3790906,O que eu faço?,E?,14,2,0.14285714285714285
low_ratio,8602064,Perda de 82% de combustível.,82%.,28,4,0.14285714285714285
low_ratio,13464982,Depois do acidente de avião?,Sim.,28,4,0.14285714285714285
low_ratio,14528724,"Vicki, grande sorriso agora.",Olá.,28,4,0.14285714285714285
low_ratio,6177934,403)}Quarenta e seis.,46!,21,3,0.14285714285714285
low_ratio,12918277,"Leia, não me importo.",Lê.,21,3,0.14285714285714285
low_ratio,8832767,É pra isso que serve.,Ok.,21,3,0.14285714285714285
low_ratio,5317636,Um homem sábio,Um,14,2,0.14285714285714285
low_ratio,830507,Estivemos juntas numa festa.,Não.,28,4,0.14285714285714285
low_ratio,12579361,"Para, para, para, para, para, para.",Pára.,35,5,0.14285714285714285
low_ratio,6380384,Desculpe se nós a acordamos.,Olá.,28,4,0.14285714285714285
low_ratio,1558448,Vamos dar uma olhada.,Ok.,21,3,0.14285714285714285
low_ratio,12934400,Acontece que estou nas vizinhanças.,Ouve!,35,5,0.14285714285714285
low_ratio,5464615,Conheci umas pessoas legais.,Sim.,28,4,0.14285714285714285
low_ratio,5429319,Travessia descuidada?,Eu?,21,3,0.14285714285714285
low_ratio,14808267,Onde está todo mundo?,Uh?,21,3,0.14285714285714285
low_ratio,10202034,"Sim, eu quero.",É.,14,2,0.14285714285714285
low_ratio,13749826,Varden e DSM3.,E?,14,2,0.14285714285714285
low_ratio,10347154,"O jeito deles,",Da,14,2,0.14285714285714285
low_ratio,7043134,Não entreguei a ele a carta.,Olé!,28,4,0.14285714285714285
low_ratio,4382981,O que afetaria seu trabalho.,Não.,28,4,0.14285714285714285
low_ratio,587660,"Oh, aproxime-se, sim?",Ah!,21,3,0.14285714285714285
low_ratio,3068373,E eu perguntei em casamento.,Pai.,28,4,0.14285714285714285
low_ratio,123453,Norton J. WHITE EDITOR - IMPRENSA MATUTINA,Editor,42,6,0.14285714285714285
low_ratio,768613,A mercadoria está toda aqui.,Sim!,28,4,0.14285714285714285
low_ratio,3561892,Machucar o seu carro?,Eu?,21,3,0.14285714285714285
low_ratio,5568294,Ele está me deixando maluca.,Sim.,28,4,0.14285714285714285
low_ratio,14958819,Snake cambio desligo.,Mr.,21,3,0.14285714285714285
low_ratio,6397146,Você era uma garota valente.,Não.,28,4,0.14285714285714285
low_ratio,7383874,Sim estávamos falando,Sr.,21,3,0.14285714285714285
